n, x0, x1, x2, xa,y, c, rx0, rx1, rx2, truey at xrecc, taq, tev, trc, realtime
0,-0.661275154039,0.528760288781,-0.706302852227,0.602066940262,0.297024623267,386.029209654,-0.04367743125552437,0.7458510657254307,-0.4963427452526479,-0.130402187696,0.0035519999999999996,0.001162999999999581,6.300000000036832e-05,20:54:09  19-02-17
1,-0.0436774312555,0.745851065725,-0.496342745253,0.526809441346,0.255607127684,496.167632063,0.856266211044421,-0.8955686210619873,-0.7725321448242748,-0.18495132908,0.0036170000000002034,0.0010970000000001257,5.8999999999809205e-05,20:54:09  19-02-17
2,0.856266211044,-0.895568621062,-0.772532144824,0.451544993496,0.206048844411,625.348862188,-0.538433882773617,0.8852770286178371,0.6667448254290176,-1.09230669574,0.0024410000000001375,0.0011470000000000091,5.999999999994898e-05,20:54:09  19-02-17
3,-0.538433882774,0.885277028618,0.666744825429,0.602066940262,-2.08428391116,386.029209654,-0.538433882773617,0.8852770286178371,0.6667448254290176,-1.09230669574,0.002950999999999926,0.0011929999999997776,6.100000000008876e-05,20:54:09  19-02-17
4,-0.939543198081,-0.146521838215,0.526078207396,0.526809441346,-0.509373625047,496.167632063,-0.538433882773617,0.8852770286178371,0.6667448254290176,-1.09230669574,0.0028520000000002987,0.0010500000000002174,5.599999999983396e-05,20:54:09  19-02-17
5,0.500126449087,0.0544601217852,0.279803565219,0.451544993496,-0.0702710769908,625.348862188,-0.538433882773617,0.8852770286178371,0.6667448254290176,-1.09230669574,0.002383000000000024,0.0011220000000000674,5.599999999983396e-05,20:54:09  19-02-17
6,0.249207270964,-0.351536692519,0.91295500208,0.602066940262,-0.888320919607,386.029209654,-0.538433882773617,0.8852770286178371,0.6667448254290176,-1.09230669574,0.0023809999999997444,0.0010650000000000936,6.500000000020378e-05,20:54:09  19-02-17
7,-0.268452269205,0.566497599018,-0.292826435557,0.526809441346,0.19667317744,496.167632063,-0.538433882773617,0.8852770286178371,0.6667448254290176,-1.09230669574,0.0025919999999999277,0.0011359999999998038,5.699999999997374e-05,20:54:09  19-02-17
8,0.484126861589,0.228307428802,-0.179013750229,0.451544993496,0.0994492117865,625.348862188,-0.538433882773617,0.8852770286178371,0.6667448254290176,-1.09230669574,0.002455000000000318,0.0011689999999999756,6.599999999989947e-05,20:54:09  19-02-17
9,0.353971176898,-0.597795812976,0.625617783553,0.602066940262,0.0508752352227,386.029209654,-0.538433882773617,0.8852770286178371,0.6667448254290176,-1.09230669574,0.002697999999999645,0.0010349999999998971,4.400000000037707e-05,20:54:09  19-02-17
10,0.0550835645948,-0.829209409676,-0.823403669748,0.526809441346,0.240237639434,496.167632063,-0.538433882773617,0.8852770286178371,0.6667448254290176,-1.09230669574,0.0022580000000003153,0.0010430000000001272,6.199999999978445e-05,20:54:09  19-02-17
11,-0.958901466027,0.611950108277,-0.835769370945,0.451544993496,0.22473382353,625.348862188,-0.538433882773617,0.8852770286178371,0.6667448254290176,-1.09230669574,0.0023009999999996644,0.0010529999999997486,6.600000000034356e-05,20:54:09  19-02-17
12,-0.479619559992,-0.498694942638,0.157492000341,0.602066940262,-0.307222237275,386.029209654,-0.538433882773617,0.8852770286178371,0.6667448254290176,-1.09230669574,0.0027369999999997674,0.0012980000000002434,5.500000000013827e-05,20:54:09  19-02-17
13,0.0386188216362,-0.979908098803,0.706286205836,0.526809441346,0.187934469807,496.167632063,-0.538433882773617,0.8852770286178371,0.6667448254290176,-1.09230669574,0.0029759999999998676,0.0011470000000000091,7.00000000000145e-05,20:54:09  19-02-17
14,0.270662789166,0.500486273387,-0.127026071767,0.451544993496,0.0929595096485,625.348862188,-0.538433882773617,0.8852770286178371,0.6667448254290176,-1.09230669574,0.0027439999999998577,0.0011740000000002304,5.8000000000113516e-05,20:54:09  19-02-17
15,0.41476466766,-0.875412826684,0.898712909173,0.602066940262,0.166736120425,386.029209654,-0.538433882773617,0.8852770286178371,0.6667448254290176,-1.09230669574,0.0027759999999998897,0.0012140000000000484,5.599999999983396e-05,20:54:09  19-02-17
16,0.31615916292,-0.669142970122,0.678087248883,0.526809441346,-0.0371389977012,496.167632063,-0.538433882773617,0.8852770286178371,0.6667448254290176,-1.09230669574,0.0027980000000003002,0.0011450000000001737,6.199999999978445e-05,20:54:09  19-02-17
17,-0.607593225044,-0.155346027612,0.0562304064911,0.451544993496,-0.235982057559,625.348862188,-0.538433882773617,0.8852770286178371,0.6667448254290176,-1.09230669574,0.0028719999999995416,0.0011980000000000324,6.700000000003925e-05,20:54:09  19-02-17
18,0.0278206331949,-0.773972839897,0.971081620375,0.602066940262,0.0702083568843,386.029209654,-0.538433882773617,0.8852770286178371,0.6667448254290176,-1.09230669574,0.0029720000000001967,0.0011379999999996393,5.8000000000113516e-05,20:54:09  19-02-17
19,0.210119823793,0.238485068754,-0.0363383907609,0.526809441346,0.0598050837703,496.167632063,-0.5221764974851395,0.9995427526291722,0.9995427526291722,-0.33488151473,0.002519000000000382,0.0011099999999997223,4.8000000000048004e-05,20:54:09  19-02-17
20,0.111263526901,-0.181374790428,-0.663821571915,0.493899109329,0.15753045278,550.312027383,-0.37128486511202563,0.9995427526291722,0.924554183813443,-0.442099337473,3184.118346,0.0030639999999948486,16.617202000000006,20:54:09  19-02-17
21,0.0122948737489,-0.670731087741,0.0122948737489,0.49933971275,-0.422648791186,541.110015025,-0.22770919067215356,0.9218106995884774,0.9053497942386832,-0.634715019704,4403.8619,0.013562000000092667,21.082527000000027,20:54:09  19-02-17
22,0.748971193416,0.691358024691,0.897119341564,0.117283979231,-1.61106734614,1429.03512318,-0.3374485596707819,0.9629629629629628,0.924554183813443,-0.51275829008,3947.483521,0.02815100000043458,21.5052340000002,20:54:09  19-02-17
23,-0.555606360819,0.884926078342,0.666666666667,7.62454468581e-05,-1.09550690928,1799.74382507,0.0960219478737998,0.8779149519890261,0.998628257887517,-0.527724527393,2813.698837,0.4100079999989248,19.709851999999955,20:54:09  19-02-17
24,-0.0753950109231,-0.667987603516,0.00132093684906,0.506176521161,-0.480319753807,529.687535465,0.20941929583904884,0.7123914037494281,0.9995427526291722,-0.893355453203,2216.8366590000023,0.0105729999995674,19.551210999999967,20:54:09  19-02-17
25,0.24874256973,-0.184727937814,0.913580246914,0.0377228805267,-2.26767946645,1675.64178783,0.2545343697607074,-0.1033379058070415,0.9998475842097241,-1.7597331214,2936.9910359999994,0.04905800000051386,17.228657999999996,20:54:09  19-02-17
26,-0.661179698217,0.331961591221,0.930041152263,0.0144033518022,-2.53894313722,1751.95326494,-0.3725041914342325,0.16034141137021818,0.9998475842097241,-2.07155002778,2091.6293509999996,0.01170300000012503,17.551261000000522,20:54:09  19-02-17
27,-0.705075445816,-0.333790580704,0.919067215364,0.0116597593382,-1.68843060415,1761.0516046,-0.14205151653711323,0.20332266422801415,0.9998475842097241,-2.03608986204,2029.2285579999989,0.006872999998449814,15.706137000001036,20:54:09  19-02-17
28,0.210333790581,0.239597622314,0.849260783417,0.00571560042863,-3.17495371353,1780.85046495,0.1783264746227713,0.22496570644718794,0.8888888888888888,-2.9127225996,1989.4772190000003,0.12998499999957858,16.51706700000068,20:54:09  19-02-17
29,-0.112482853224,0.11065386374,0.658436213992,0.00480106316823,-3.73556332003,1783.9071521,-0.10973936899862824,0.11796982167352543,0.6063100137174213,-3.56970189152,1820.0110540000023,0.007054999998217681,15.823271999997814,20:54:09  19-02-17
30,0.210028959,0.238073464411,-0.0356652949246,0.000381001106254,-0.743481643763,1798.72008015,-0.11796982167352543,0.12528577960676723,0.6831275720164609,-3.7846240528,2503.681292000001,0.009971999999834225,15.988048999999592,20:54:09  19-02-17
31,0.334705075446,0.230452674897,0.543209876543,0.0144033518022,-2.91675139332,1751.95326494,-0.17009602194787377,0.10333790580704161,0.6950160036579789,-3.807860013,2301.561679000002,0.007975000000442378,16.284779999998136,20:54:09  19-02-17
32,-0.592592592593,0.0,0.518518518519,0.0185185094131,-3.03222562279,1738.35393949,-0.18930041152263377,0.10699588477366251,0.7005029721079103,-3.81341384481,2291.899667000005,0.23597199999494478,15.149697999997443,20:54:09  19-02-17
