n, x0, x1, x2, xa,y, c, rx0, rx1, rx2, truey at xrecc, taq, tev, trc, realtime
0,0.385281851912,-0.362397491474,0.014269521772,0.602066940262,-0.205761265078,386.029209654,0.04705271727935689,0.9613493593517055,0.7816833064262567,-0.682705734964,0.0037039999999999296,0.001218999999999859,5.8000000000113516e-05,23:24:08  19-02-17
1,0.0470527172794,0.961349359352,0.781683306426,0.526809441346,-1.0412324069,496.167632063,0.04705271727935689,0.9613493593517055,0.7816833064262567,-0.682705734964,0.003794000000000075,0.0011450000000001737,5.499999999969418e-05,23:24:08  19-02-17
2,-0.619058115305,-0.927763865117,-0.63687869085,0.451544993496,0.0601003760138,625.348862188,0.04705271727935689,0.9613493593517055,0.7816833064262567,-0.682705734964,0.0027280000000002858,0.0011399999999999189,5.599999999983396e-05,23:24:08  19-02-17
3,0.142324579891,-0.936232409263,0.386889322527,0.602066940262,0.206621433375,386.029209654,0.04705271727935689,0.9613493593517055,0.7816833064262567,-0.682705734964,0.0025210000000002175,0.0011060000000000514,4.999999999988347e-05,23:24:08  19-02-17
4,0.231736700483,0.0597595055617,-0.0880243695887,0.526809441346,-0.0319851949521,496.167632063,0.04705271727935689,0.9613493593517055,0.7816833064262567,-0.682705734964,0.0021559999999998247,0.0010939999999997063,6.100000000008876e-05,23:24:08  19-02-17
5,-0.516199248244,0.783706943213,0.0156090217021,0.451544993496,-0.714795003533,625.348862188,0.04705271727935689,0.9613493593517055,0.7816833064262567,-0.682705734964,0.0025680000000001257,0.0010849999999997806,4.2000000000097515e-05,23:24:08  19-02-17
6,0.563346073791,-0.209913210898,-0.972931064884,0.602066940262,0.299763134243,386.029209654,0.04705271727935689,0.9613493593517055,0.7816833064262567,-0.682705734964,0.002264000000000266,0.0010619999999996743,4.2000000000097515e-05,23:24:08  19-02-17
7,0.870318136489,0.355069911493,-0.356301374762,0.526809441346,0.236145888219,496.167632063,0.04705271727935689,0.9613493593517055,0.7816833064262567,-0.682705734964,0.0022820000000001173,0.0011319999999996888,5.8000000000113516e-05,23:24:08  19-02-17
8,0.318707264708,-0.197718197541,0.586975983982,0.451544993496,-0.835693716098,625.348862188,0.04705271727935689,0.9613493593517055,0.7816833064262567,-0.682705734964,0.002635000000000165,0.0011459999999998693,5.699999999997374e-05,23:24:08  19-02-17
9,-0.626962433238,-0.37025091774,0.628693717739,0.602066940262,-0.244068186589,386.029209654,0.04705271727935689,0.9613493593517055,0.7816833064262567,-0.682705734964,0.002491000000000021,0.0010650000000000936,4.2000000000097515e-05,23:24:08  19-02-17
10,-0.940898676107,0.0740937891177,-0.859080094596,0.526809441346,0.2564724937,496.167632063,-0.7015279109341686,0.6304690590029165,0.7474493628079992,-2.08371182797,0.0023079999999997547,0.0010759999999998549,5.9000000000253294e-05,23:24:08  19-02-17
11,-0.701527910934,0.630469059003,0.747449362808,0.451544993496,-2.36829350581,625.348862188,-0.7015279109341686,0.6304690590029165,0.7474493628079992,-2.08371182797,0.0023729999999999585,0.001108000000000331,5.699999999997374e-05,23:24:08  19-02-17
12,0.70551299445,-0.454637414583,-0.769390380976,0.602066940262,0.287739250543,386.029209654,-0.7015279109341686,0.6304690590029165,0.7474493628079992,-2.08371182797,0.002429999999999932,0.0010689999999997646,5.8000000000113516e-05,23:24:08  19-02-17
13,-0.120569451981,-0.408092778446,-0.0420737370723,0.526809441346,-0.553465533875,496.167632063,-0.7015279109341686,0.6304690590029165,0.7474493628079992,-2.08371182797,0.002647000000000066,0.0010859999999999204,5.699999999997374e-05,23:24:08  19-02-17
14,0.544452751707,0.0751164234157,0.213432977998,0.451544993496,0.00687259712454,625.348862188,-0.7015279109341686,0.6304690590029165,0.7474493628079992,-2.08371182797,0.0023170000000001245,0.0010609999999999786,4.500000000007276e-05,23:24:08  19-02-17
15,0.250371952482,0.303343830627,0.454117709299,0.602066940262,-0.344713222345,386.029209654,-0.7015279109341686,0.6304690590029165,0.7474493628079992,-2.08371182797,0.0022879999999996237,0.001068000000000069,5.3000000000302805e-05,23:24:08  19-02-17
16,-0.388600825781,0.99044499498,-0.166044319578,0.526809441346,0.0881566611967,496.167632063,-0.7015279109341686,0.6304690590029165,0.7474493628079992,-2.08371182797,0.0024679999999999147,0.0011410000000000586,5.8000000000113516e-05,23:24:08  19-02-17
17,0.947290199047,0.80922255117,0.717442147279,0.451544993496,-0.810509215658,625.348862188,-0.7015279109341686,0.6304690590029165,0.7474493628079992,-2.08371182797,0.0024020000000000152,0.0011260000000001824,6.099999999964467e-05,23:24:08  19-02-17
18,0.975253128881,0.522110458116,0.72519555173,0.602066940262,-1.09668550555,386.029209654,-0.7015279109341686,0.6304690590029165,0.7474493628079992,-2.08371182797,0.00286300000000006,0.0011280000000000179,5.500000000013827e-05,23:24:08  19-02-17
19,0.327100924368,0.539501636857,-0.80110152095,0.526809441346,0.262038988333,496.167632063,-0.7014174668495656,0.6310013717421123,0.7480566986739823,-2.08024138049,0.002357999999999638,0.0010780000000001344,5.500000000013827e-05,23:24:08  19-02-17
20,0.235025148605,0.703551287913,0.685871056241,0.000228570750333,-1.62677492048,1799.23209005,-0.7015190773764162,0.6333384138596756,0.747447035512879,-2.06984991283,3458.831331,0.001130000000102882,18.157614999999993,23:24:08  19-02-17
21,-0.80658436214,0.699588477366,0.331961591221,0.00617284348866,-2.53434475055,1779.32326059,-0.8066182323155345,0.6991820352588527,0.33335026842114157,-2.51396911317,6357.780215,0.06936800000039511,16.896515999999792,23:24:08  19-02-17
22,-0.626733729614,-0.33328252807,0.777828583041,7.62454468581e-05,-2.31647859641,1799.74382507,-0.7037545089671289,0.6295788243662044,0.747447035512879,-2.08808910407,2821.2215099999994,0.009334000000308151,25.4132550000013,23:24:08  19-02-17
23,0.0082304526749,-0.6630086877,-0.0402377686328,0.49954494574,-0.511837155199,540.764839041,-0.831275720164609,0.5706447187928667,0.8175582990397805,-2.20846056083,1980.6628820000005,0.03874399999949674,19.78202599999895,23:24:08  19-02-17
24,-0.331961591221,0.304526748971,0.946502057613,0.000685849759556,-2.38011803893,1797.69633506,-0.9986282578875171,0.5240054869684496,0.7325102880658434,-2.61804256872,2025.721642999999,0.00645500000246102,17.046698000000106,23:24:08  19-02-17
25,0.00640146319159,-0.662094192958,-0.0368846212468,0.000685849759556,-0.295275524172,1797.69633506,-0.8724279835390946,0.559670781893004,0.7489711934156376,-2.42804885556,2194.706362000001,0.010788999999931548,17.26121399999829,23:24:08  19-02-17
26,-0.962962962963,0.0740740740741,0.444444444444,0.0185185094131,-2.65028411072,1738.35393949,-0.9995427526291724,0.4444444444444442,0.7215363511659805,-3.00018044665,2162.8149169999997,0.0010720000027504284,18.499919999998383,23:24:08  19-02-17
27,-0.666666666667,0.666666666667,0.888888888889,0.0555556008913,-1.7129509167,1618.51837465,-0.9995427526291724,0.2880658436213992,0.5057155921353447,-2.98411697134,2092.3840999999993,0.011252000000240514,18.638632999998663,23:24:08  19-02-17
28,-0.736168267032,0.481024234111,-0.556012802926,7.62454468581e-05,-0.106966241569,1799.74382507,-0.9995427526291724,0.3411065386374026,0.5185185185185182,-2.93880147705,2084.978509999997,0.007976000000780914,18.499822000001586,23:24:08  19-02-17
29,0.703551287913,-0.454503886603,0.852004267642,0.00220998995381,-1.42293877242,1792.58263897,-0.9995427526291724,0.36213991769547316,0.5057155921353447,-2.84882060592,1786.6081290000002,0.005592000001342967,16.828813000000082,23:24:08  19-02-17
30,-0.950668089214,0.00213382106386,0.699893308947,0.00373414069039,-3.75023505595,1787.47671288,-0.9998475842097241,0.139003200731596,0.7069044352994966,-3.84825518389,2055.616636999999,0.005735999999160413,16.281055999999808,23:24:08  19-02-17
31,-0.584362139918,-0.979423868313,0.631001371742,0.727700408299,0.322261854775,244.567073636,-0.9995427526291724,0.14723365340649308,0.7178783721993593,-3.8409202148,1951.9011040000005,0.0037110000012035016,15.671974000000773,23:24:08  19-02-17
32,-0.630086877,-0.644718792867,0.679164761469,0.259488208558,-0.573679048432,1041.24095829,-0.9995427526291724,0.14540466392318274,0.7178783721993593,-3.84200679218,1864.5568070000008,0.006517000001622364,13.954562999999325,23:24:08  19-02-17
33,-0.249657064472,0.0356652949246,0.644718792867,0.0144033518022,-3.66153191289,1751.95326494,-0.7352537722908092,0.05761316872427957,0.716049382716049,-3.83356590872,2040.7636530000018,0.20653999999922235,15.70498999999836,23:24:08  19-02-17
34,-0.666666666667,0.37037037037,0.666666666667,0.0555556008913,-3.28418108665,1618.51837465,-0.6776406035665294,0.0685871056241425,0.7023319615912207,-3.84578896905,1714.5623570000025,0.0037819999997736886,15.661569999996573,23:24:08  19-02-17
35,0.333485749124,0.0862673372961,0.777930193568,0.00937357197846,-3.59697955434,1768.65240942,-0.5377229080932784,0.07407407407407396,0.7242798353909461,-3.8329757538,1970.196978,0.005943000003753696,16.55851999999868,23:24:08  19-02-17
