n, x0, x1, x2, xa,y, c, rx0, rx1, rx2, truey at xrecc, taq, tev, trc, realtime
0,0.0291606509844,-0.682901904284,-0.73147011746,0.602066940262,0.259475085623,386.029209654,0.6454536884015332,0.7671079312800575,0.6837395495903715,-1.26476197829,0.0027929999632760882,0.0009250000002793968,9.100002353079617e-05,09:06:19  20-02-17
1,0.645453688402,0.76710793128,0.68373954959,0.526809441346,-0.802786087647,496.167632063,0.31152053896802423,0.7478409290734516,0.8078548798919696,-1.34323803193,0.002203999989433214,0.0011480000102892518,4.199999966658652e-05,09:06:19  20-02-17
2,0.311520538968,0.747840929073,0.807854879892,0.451544993496,-1.6045216749,625.348862188,0.31152053896802423,0.7478409290734516,0.8078548798919696,-1.34323803193,0.002043000014964491,0.0007049999840091914,2.8999987989664078e-05,09:06:19  20-02-17
3,-0.298042550253,-0.966092324758,-0.485507987106,0.602066940262,0.0976051922009,386.029209654,0.31152053896802423,0.7478409290734516,0.8078548798919696,-1.34323803193,0.0013050000416114926,0.000598999991780147,2.7999980375170708e-05,09:06:19  20-02-17
4,-0.125825481833,-0.554847430058,0.793869042722,0.526809441346,-0.353313690414,496.167632063,0.31152053896802423,0.7478409290734516,0.8078548798919696,-1.34323803193,0.0015019999700598419,0.0009010000212583691,4.1000021155923605e-05,09:06:19  20-02-17
5,0.831381472369,0.971237227451,-0.382519690356,0.451544993496,0.221359947043,625.348862188,0.31152053896802423,0.7478409290734516,0.8078548798919696,-1.34323803193,0.002055999997537583,0.0009689999860711396,4.099999205209315e-05,09:06:19  20-02-17
6,0.0260541935449,-0.631902997724,0.966522913209,0.602066940262,-0.145133311762,386.029209654,0.31152053896802423,0.7478409290734516,0.8078548798919696,-1.34323803193,0.002099000004818663,0.0010000000183936208,4.499999340623617e-05,09:06:19  20-02-17
7,0.511343701729,-0.531643889491,0.877894534432,0.526809441346,-0.459708707681,496.167632063,0.31152053896802423,0.7478409290734516,0.8078548798919696,-1.34323803193,0.001955999992787838,0.0008319999906234443,3.600001218728721e-05,09:06:19  20-02-17
8,-0.00077045648337,-0.165254884484,-0.814870547135,0.451544993496,0.193901277729,625.348862188,-0.43267120859712316,0.482847721411096,0.6398104642367577,-2.77071745954,0.0016619999951217324,0.0007299999997485429,3.9000005926936865e-05,09:06:19  20-02-17
9,-0.432671208597,0.482847721411,0.639810464237,0.602066940262,-1.69982669803,386.029209654,-0.43267120859712316,0.482847721411096,0.6398104642367577,-2.77071745954,0.0018179999897256494,0.0008709999965503812,3.700001980178058e-05,09:06:19  20-02-17
10,0.998469309347,0.856918693638,-0.930966533782,0.526809441346,0.263389089163,496.167632063,-0.43267120859712316,0.482847721411096,0.6398104642367577,-2.77071745954,0.0018019999843090773,0.0006730000022798777,3.7999998312443495e-05,09:06:19  20-02-17
11,-0.0392845982024,-0.46481027548,-0.708126772478,0.451544993496,0.104711008069,625.348862188,0.7879798195419168,0.20513293940191746,0.7767981844114986,-3.40265914471,0.0016570000152569264,0.0008800000068731606,3.7999998312443495e-05,09:06:19  20-02-17
12,0.787979819542,0.205132939402,0.776798184411,0.602066940262,-1.73821282638,386.029209654,0.7879798195419168,0.20513293940191746,0.7767981844114986,-3.40265914471,0.0019170000159647316,0.0008479999960400164,3.999998443759978e-05,09:06:19  20-02-17
13,-0.765074072455,0.58629577451,-0.16617315818,0.526809441346,0.0775993025192,496.167632063,0.7879798195419168,0.20513293940191746,0.7767981844114986,-3.40265914471,0.0018479999853298068,0.0008739999902900308,4.400001489557326e-05,09:06:19  20-02-17
14,0.507930989242,-0.103739507451,-0.238618597931,0.451544993496,-0.0752935258474,625.348862188,0.7879798195419168,0.20513293940191746,0.7767981844114986,-3.40265914471,0.0018500000005587935,0.0008969999908003956,3.9000005926936865e-05,09:06:19  20-02-17
15,-0.259119042704,-0.966841557175,0.600193297543,0.602066940262,0.247829773708,386.029209654,0.7879798195419168,0.20513293940191746,0.7767981844114986,-3.40265914471,0.0018190000264439732,0.0009480000007897615,0.00015499998698942363,09:06:19  20-02-17
16,0.0798110207966,0.0200075439101,0.636835774889,0.526809441346,-1.17045951563,496.167632063,0.7879798195419168,0.20513293940191746,0.7767981844114986,-3.40265914471,0.006160999997518957,0.002007000002777204,6.699998630210757e-05,09:06:19  20-02-17
17,-0.432343410195,-0.204680521843,0.0837252694065,0.451544993496,-0.234253501286,625.348862188,0.7879798195419168,0.20513293940191746,0.7767981844114986,-3.40265914471,0.002150999993318692,0.0007040000054985285,2.9999995604157448e-05,09:06:19  20-02-17
18,-0.651902187909,-0.223740566975,0.817324155781,0.602066940262,-1.14800489267,386.029209654,0.7879798195419168,0.20513293940191746,0.7767981844114986,-3.40265914471,0.001403000031132251,0.000606999994488433,3.5999983083456755e-05,09:06:19  20-02-17
19,0.587594955086,-0.704139606479,0.704054861751,0.526809441346,-0.0122690271222,496.167632063,-0.1536351165980795,0.5651577503429355,0.9958847736625513,-1.33091330742,0.001352999999653548,0.000598999991780147,2.8000009479001164e-05,09:06:19  20-02-17
20,-0.77366255144,0.205761316872,0.781893004115,0.0185185094131,-3.69013291192,1738.35393949,-0.7270233196159122,0.29355281207133066,0.9849108367626886,-2.09048268146,1433.3517580000043,0.009187000017846003,15.20965899998555,09:06:19  20-02-17
21,-0.43621399177,0.559670781893,0.641975308642,0.0102881032673,-2.43967175262,1765.60979274,-0.9638774577046182,0.15912208504801106,0.9995427526291722,-2.08796513043,1664.5446709999815,0.011418999987654388,15.944986000016797,09:06:19  20-02-17
22,-0.333180917543,-0.225575369608,0.819387288523,0.00983082562395,-2.65204030586,1767.13078973,-0.9998475842097241,0.2121627800640149,0.9998475842097241,-2.05790399926,1503.1032790000027,0.007476999977370724,16.1691250000149,09:06:19  20-02-17
23,0.777726972514,0.205253264238,0.925976731189,2.54092001837e-05,-2.53548849867,1799.91462617,-0.9995427526291724,0.22770919067215378,0.9995427526291722,-2.04744233448,1611.9332329999888,0.01568000001134351,16.148512000014307,09:06:19  20-02-17
24,-0.897119341564,0.534979423868,0.979423868313,0.00617284348866,-1.56370670083,1779.32326059,-0.6172839506172839,0.1700960219478742,0.7700045724737081,-3.73035252884,1742.2141679999768,0.006320999993477017,15.989461000019219,09:06:19  20-02-17
25,-0.123456790123,0.222222222222,0.765432098765,0.00205762750184,-3.62141832313,1793.09348443,-0.5486968449931413,0.16369455875628747,0.7626886145404663,-3.75362717008,1578.0083589999995,0.027851999999256805,16.562283000006573,09:06:19  20-02-17
26,-0.481938728852,0.0987654320988,0.332876085963,0.00891635008849,-2.09831755373,1770.17462588,-0.5651577503429355,0.18930041152263377,0.7672610882487423,-3.71481685537,1735.3528389999992,0.0056730000069364905,16.524731999990763,09:06:19  20-02-17
27,-0.707818930041,0.0658436213992,0.713305898491,0.00617284348866,-3.83828444642,1779.32326059,-0.6941015089163237,0.12528577960676723,0.7215363511659805,-3.85379613388,1479.4305279999971,0.010428000008687377,16.507469000003766,09:06:19  20-02-17
28,0.334705075446,0.104252400549,0.669410150892,0.00205762750184,-3.66209508662,1793.09348443,-0.6776406035665294,0.12620027434842251,0.7078189300411519,-3.85931643417,1829.6457930000033,0.004356999997980893,15.702197999984492,09:06:19  20-02-17
29,0.288065843621,-0.718792866941,0.331961591221,0.0116597593382,-0.467569033433,1761.0516046,-0.710562414266118,0.1234567901234569,0.7105624142661175,-3.86025042238,1701.9694210000162,0.24263200000859797,17.044926999980817,09:06:19  20-02-17
30,0.0291622212061,-0.682822740436,-0.731595793324,2.54092001837e-05,-0.542050360722,1799.91462617,-0.737997256515775,0.12620027434842251,0.7078189300411519,-3.86052557022,1492.6882250000199,0.017690000007860363,18.246354999981122,09:06:19  20-02-17
31,0.995884773663,0.378600823045,0.625514403292,0.000685849759556,-2.71490393065,1797.69633506,-0.6639231824417009,0.1234567901234569,0.7105624142661175,-3.85903064812,1701.2383109999937,0.008671999996295199,16.7903670000087,09:06:19  20-02-17
32,-0.999542752629,0.474622770919,-0.333790580704,0.000228570750333,-0.564759788492,1799.23209005,-0.7160493827160493,0.12620027434842251,0.7078189300411519,-3.86021398895,1405.8543799999752,0.004243000003043562,17.12505100000999,09:06:19  20-02-17
33,0.999983064912,-0.0278412843571,0.64214465952,8.46907269514e-06,-3.31070984244,1799.97154404,-0.7325102880658436,0.12620027434842251,0.7105624142661175,-3.85996632953,2148.5673769999994,0.02750900000683032,16.733009999996284,09:06:19  20-02-17
34,0.333790580704,0.916323731139,0.0301783264746,0.000228570750333,-1.06523835099,1799.23209005,-0.7215363511659807,0.12620027434842251,0.7105624142661175,-3.85980877666,1876.8424880000239,0.008566999982576817,18.32209599998896,09:06:19  20-02-17
