n, x0, x1, x2, xa,y, c, rx0, rx1, rx2, truey at xrecc, taq, tev, trc, realtime
0,-0.507057067582,-0.0174453858351,0.764603101157,0.602066940262,-1.53827194454,386.029209654,-0.5070570675816133,-0.017445385835105576,0.7646031011566903,-3.61223499907,0.002749000006588176,0.0009330000029876828,7.399998139590025e-05,10:07:33  20-02-17
1,-0.897402013217,-0.231586971366,0.610371526416,0.526809441346,-0.652212084017,496.167632063,-0.5070570675816133,-0.017445385835105576,0.7646031011566903,-3.61223499907,0.002062000014120713,0.0009449999779462814,3.6999990697950125e-05,10:07:33  20-02-17
2,-0.933855611614,-0.719734038414,-0.584089262463,0.451544993496,-0.0210105109028,625.348862188,-0.5070570675816133,-0.017445385835105576,0.7646031011566903,-3.61223499907,0.0018650000274647027,0.0008529999759048223,3.7999998312443495e-05,10:07:33  20-02-17
3,0.727516089785,0.509780450334,0.255700327813,0.602066940262,0.112704688603,386.029209654,-0.5070570675816133,-0.017445385835105576,0.7646031011566903,-3.61223499907,0.0018930000078398734,0.0009420000133104622,3.7999998312443495e-05,10:07:33  20-02-17
4,0.696630394435,0.0998991121358,-0.081088032193,0.526809441346,0.123341323868,496.167632063,-0.5070570675816133,-0.017445385835105576,0.7646031011566903,-3.61223499907,0.001984999980777502,0.0009049999935086817,4.0000013541430235e-05,10:07:33  20-02-17
5,-0.794733393927,0.0387186041901,-0.955093530341,0.451544993496,0.221393487691,625.348862188,-0.5070570675816133,-0.017445385835105576,0.7646031011566903,-3.61223499907,0.0019779999856837094,0.0008959999831859022,3.800002741627395e-05,10:07:33  20-02-17
6,0.821588160278,-0.355625559443,-0.317130209902,0.602066940262,0.101329709518,386.029209654,-0.5070570675816133,-0.017445385835105576,0.7646031011566903,-3.61223499907,0.0019160000083502382,0.0009039999858941883,3.7999998312443495e-05,10:07:33  20-02-17
7,-0.32857616379,0.712461387773,-0.0970023667286,0.526809441346,-0.00635958513707,496.167632063,-0.5070570675816133,-0.017445385835105576,0.7646031011566903,-3.61223499907,0.0019540000066626817,0.0009349999891128391,4.0000013541430235e-05,10:07:33  20-02-17
8,-0.341552447506,-0.0354506597678,-0.0259210893513,0.451544993496,-0.224752043692,625.348862188,-0.5070570675816133,-0.017445385835105576,0.7646031011566903,-3.61223499907,0.0017330000118818134,0.000598999991780147,2.8999987989664078e-05,10:07:33  20-02-17
9,0.797400547939,0.171305651393,-0.550725937424,0.602066940262,0.279984778785,386.029209654,-0.5070570675816133,-0.017445385835105576,0.7646031011566903,-3.61223499907,0.0012900000147055835,0.0006600000197067857,4.39999857917428e-05,10:07:33  20-02-17
10,0.155733884341,-0.0160701522138,0.407058896402,0.526809441346,-0.208852299483,496.167632063,-0.5070570675816133,-0.017445385835105576,0.7646031011566903,-3.61223499907,0.0018549999804235995,0.0006120000034570694,3.9000005926936865e-05,10:07:33  20-02-17
11,-0.118627517524,-0.709969019201,-0.675032479233,0.451544993496,0.0652350108643,625.348862188,-0.5070570675816133,-0.017445385835105576,0.7646031011566903,-3.61223499907,0.0019709999905899167,0.0008910000033210963,3.7999998312443495e-05,10:07:33  20-02-17
12,0.822093203267,0.41122699033,-0.0776265118127,0.602066940262,0.254495125013,386.029209654,-0.5070570675816133,-0.017445385835105576,0.7646031011566903,-3.61223499907,0.00193800003034994,0.0009239999926649034,4.099999205209315e-05,10:07:33  20-02-17
13,-0.8968839244,0.874960475836,-0.0848146871275,0.526809441346,-0.159572512975,496.167632063,-0.5070570675816133,-0.017445385835105576,0.7646031011566903,-3.61223499907,0.002039000013610348,0.0005979999841656536,4.099999205209315e-05,10:07:33  20-02-17
